Year,Region,Season,Soil Type,Soil pH,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Organic Matter (%),Soil Moisture (%),Avg Rainfall (mm),Solar Radiation Impact (BTU/sqft),Rotation Sequence,Crop_Planted (Action),Growth Duration (days),Water Requirement (mm),Phosphorus Requirement (kg/ha),Potassium Requirement (kg/ha),Nitrogen Requirement (kg/ha),Base Yield (kg/ha),Simulated Yield (kg/ha),Soil Score Before,Soil Score After
2005,Punjab,Rabi,Alluvial,7.0,114.48,26.03,68.78,2.45,19.69,600,23,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1561.67,0.82,0.82
2010,Gujarat,Kharif,Alluvial,6.92,90.84,33.39,79.12,2.53,20.97,800,30,"['Soybean', 'Chickpea', 'Cucumber']",Soybean,100,500,25,35,50,2000,2671.38,0.85,0.85
2012,Chhattisgarh,Zaid,Laterite,5.18,82.71,22.38,44.56,2.09,8.05,1300,25,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2237.7,0.56,0.57
2011,Uttarakhand,Rabi,Alluvial,6.65,85.81,32.33,63.32,2.56,21.53,1100,18,"['Soybean', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1939.5,0.81,0.82
2020,Tripura,Rabi,Forest,6.29,84.71,22.01,52.39,8.32,26.66,2000,16,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1100.62,0.97,0.97
2002,Tripura,Rabi,Alluvial,7.36,89.17,28.63,74.53,4.53,20.2,2000,16,"['Rice', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1431.66,0.89,0.89
2000,Telangana,Zaid,Red,6.46,61.76,28.68,63.26,1.9,17.54,800,28,"['Soybean', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,9704.94,0.7,0.71
2015,Goa,Zaid,Laterite,5.54,105.4,18.36,37.68,2.3,6.16,3000,28,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1836.14,0.56,0.58
2008,Chandigarh,Rabi,Alluvial,7.48,102.93,33.54,64.92,2.28,17.91,700,22,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1676.98,0.82,0.82
2019,Himachal Pradesh,Kharif,Mountain,6.55,69.01,15.14,44.38,2.73,19.14,1200,16,"['Maize', 'Pigeon Pea', 'Tomato']",Maize,110,600,35,50,80,6000,2595.76,0.66,0.66
2015,Puducherry,Zaid,Alluvial,6.79,107.87,37.37,75.03,4.5,21.98,1200,26,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2966.47,0.96,0.97
2004,Jharkhand,Kharif,Red,6.17,61.92,28.06,55.38,1.8,14.97,1000,21,"['Rice', 'Chickpea', 'Cucumber']",Rice,140,1500,40,60,100,4000,2476.73,0.65,0.65
2009,Haryana,Zaid,Alluvial,6.58,107.21,20.16,52.85,2.16,22.25,700,24,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6048.05,0.76,0.77
2012,Kerala,Zaid,Laterite,5.81,90.18,20.18,42.63,2.92,10.99,3000,19,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2017.99,0.63,0.64
2012,Punjab,Zaid,Alluvial,7.35,96.84,31.39,75.83,2.24,15.73,600,23,"['Maize', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,15218.09,0.8,0.82
2007,Bihar,Kharif,Alluvial,6.73,100.24,30.13,79.15,2.83,22.92,1100,22,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,2410.16,0.88,0.88
2000,Haryana,Zaid,Alluvial,7.5,100.75,26.54,68.2,4.79,23.37,700,24,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,13269.42,0.93,0.94
2017,Andaman and Nicobar Islands,Rabi,Alluvial,6.87,121.03,25.7,57.18,4.36,15.56,3000,30,"['Soybean', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1285.24,0.83,0.85
2008,Manipur,Rabi,Forest,6.27,96.31,39.18,77.24,8.95,27.23,1800,17,"['Maize', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1926.23,1.13,1.13
2008,Nagaland,Rabi,Laterite,5.5,102.02,13.89,32.54,1.24,7.25,1800,16,"['Soybean', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,833.5,0.5,0.51
2020,Jharkhand,Rabi,Laterite,5.06,109.45,15.26,42.14,1.79,6.92,1000,21,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,763.23,0.54,0.56
2013,Nagaland,Kharif,Laterite,5.94,90.9,21.23,58.84,1.92,7.38,1800,16,"['Rice', 'Chickpea', 'Tomato']",Rice,140,1500,40,60,100,4000,2122.61,0.6,0.6
2019,Gujarat,Kharif,Alluvial,7.13,115.2,38.91,62.27,3.99,19.65,800,30,"['Groundnut', 'Pigeon Pea', 'Okra']",Groundnut,90,400,20,30,50,1200,2334.81,0.92,0.92
2012,Uttar Pradesh,Zaid,Alluvial,6.53,113.78,30.85,56.99,3.72,23.22,800,22,"['Maize', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8548.7,0.88,0.89
2004,Punjab,Kharif,Alluvial,6.56,85.67,34.41,65.01,4.68,24.2,600,23,"['Rice', 'Pigeon Pea', 'Tomato']",Rice,140,1500,40,60,100,4000,1600.0,0.91,0.91
2005,Nagaland,Rabi,Laterite,5.3,106.66,11.41,58.54,2.24,12.07,1800,16,"['Soybean', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,684.65,0.62,0.63
2003,Rajasthan,Zaid,Alluvial,6.89,109.04,34.29,77.5,4.12,21.72,400,35,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,4800.0,0.94,0.95
2008,Karnataka,Rabi,Laterite,5.82,103.8,20.58,44.68,1.77,7.22,900,23,"['Soybean', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1029.24,0.58,0.6
2000,Telangana,Zaid,Red,5.62,63.71,17.88,65.2,2.45,18.95,800,28,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,5255.98,0.67,0.68
2018,Gujarat,Zaid,Alluvial,6.68,120.52,27.49,56.94,4.2,18.05,800,30,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8245.84,0.85,0.87
2017,Dadra and Nagar Haveli,Rabi,Alluvial,7.12,109.01,38.08,59.61,4.01,16.88,1800,25,"['Groundnut', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1904.03,0.88,0.89
2005,Uttar Pradesh,Rabi,Alluvial,6.97,120.29,32.05,58.87,4.66,23.41,800,22,"['Groundnut', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1923.01,0.94,0.96
2015,Dadra and Nagar Haveli,Zaid,Alluvial,7.36,102.42,26.41,72.33,4.91,19.38,1800,25,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2641.07,0.9,0.92
2004,Andaman and Nicobar Islands,Kharif,Sandy,5.72,53.69,17.3,30.42,1.68,8.73,3000,30,"['Soybean', 'Pigeon Pea', 'Okra']",Soybean,100,500,25,35,50,2000,1383.61,0.47,0.47
2017,Chhattisgarh,Rabi,Red,6.48,105.06,26.26,54.66,2.21,13.26,1300,25,"['Soybean', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1313.0,0.71,0.72
2013,Himachal Pradesh,Kharif,Mountain,7.34,95.31,28.44,33.14,2.26,15.57,1200,16,"['Maize', 'Pigeon Pea', 'Chili']",Maize,110,600,35,50,80,6000,3976.3,0.7,0.7
2012,Daman and Diu,Zaid,Alluvial,7.01,96.63,28.77,57.88,2.49,21.89,800,27,"['Rice', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2657.45,0.81,0.82
2003,Mizoram,Zaid,Laterite,5.57,94.18,20.28,53.37,1.04,13.9,2200,14,"['Soybean', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6084.48,0.61,0.62
2007,Tripura,Kharif,Alluvial,7.14,117.62,35.07,71.49,4.01,19.77,2000,16,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Groundnut,90,400,20,30,50,1200,2103.98,0.93,0.93
2006,Assam,Zaid,Alluvial,6.53,116.31,36.84,58.97,2.95,21.71,2200,18,"['Groundnut', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,4911.53,0.87,0.89
2020,Lakshadweep,Rabi,Coral,7.88,33.86,9.35,6.71,0.88,2.81,1500,32,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,268.47,0.34,0.34
2010,Odisha,Kharif,Alluvial,6.77,129.32,30.25,78.03,3.57,17.92,1500,25,"['Rice', 'Chickpea', 'Tomato']",Rice,140,1500,40,60,100,4000,3025.21,0.9,0.9
2007,Bihar,Kharif,Alluvial,7.27,126.88,30.6,68.45,3.45,15.94,1100,22,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,2447.8,0.87,0.87
2010,Mizoram,Kharif,Laterite,5.14,78.47,19.31,51.57,2.14,12.38,2200,14,"['Soybean', 'Pigeon Pea', 'Cucumber']",Soybean,100,500,25,35,50,2000,1544.98,0.59,0.59
2002,Uttarakhand,Rabi,Alluvial,6.84,109.65,38.72,70.34,3.24,21.9,1100,18,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,2323.19,0.91,0.91
2019,Lakshadweep,Kharif,Sandy,6.69,78.45,11.0,21.01,1.56,11.95,1500,32,"['Soybean', 'Chickpea', 'Okra']",Soybean,100,500,25,35,50,2000,879.99,0.51,0.51
2018,Chhattisgarh,Zaid,Laterite,5.37,97.71,21.43,46.12,2.68,5.33,1300,25,"['Rice', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2857.4,0.58,0.6
2013,Maharashtra,Kharif,Red,5.93,82.36,16.09,68.62,1.45,19.22,900,26,"['Soybean', 'Pigeon Pea', 'Tomato']",Soybean,100,500,25,35,50,2000,1286.85,0.67,0.67
2012,Chandigarh,Zaid,Alluvial,7.43,82.73,28.15,55.32,2.33,20.67,700,22,"['Maize', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6825.57,0.77,0.79
2005,Odisha,Rabi,Red,5.64,64.81,21.37,68.01,2.08,15.27,1500,25,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1282.12,0.65,0.65
2007,Punjab,Kharif,Alluvial,7.23,99.26,26.83,76.24,3.69,20.16,600,23,"['Maize', 'Pigeon Pea', 'Tomato']",Maize,110,600,35,50,80,6000,4599.67,0.87,0.87
2007,Bihar,Kharif,Alluvial,6.96,83.93,32.08,54.92,4.21,18.01,1100,22,"['Maize', 'Chickpea', 'Chili']",Maize,110,600,35,50,80,6000,5498.59,0.82,0.82
2008,Bihar,Rabi,Alluvial,6.95,102.24,20.93,50.41,4.76,16.29,1100,22,"['Soybean', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1255.72,0.79,0.81
2003,Punjab,Zaid,Alluvial,7.38,86.41,28.51,57.42,4.25,17.62,600,23,"['Rice', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7128.78,0.82,0.83
2005,Meghalaya,Rabi,Red,6.37,87.97,15.22,42.43,2.15,19.36,2500,15,"['Maize', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,913.08,0.66,0.66
2006,Dadra and Nagar Haveli,Zaid,Alluvial,7.0,111.24,25.65,61.34,2.31,22.19,1800,25,"['Groundnut', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2565.08,0.82,0.83
2000,Bihar,Zaid,Alluvial,7.25,94.93,38.47,56.89,4.25,21.31,1100,22,"['Maize', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,14917.16,0.9,0.92
2012,Puducherry,Zaid,Alluvial,7.44,105.91,29.11,50.92,4.64,15.13,1200,26,"['Rice', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7638.71,0.83,0.85
2013,Delhi,Kharif,Alluvial,6.76,99.98,37.05,65.01,4.04,18.92,700,24,"['Maize', 'Pigeon Pea', 'Cucumber']",Maize,110,600,35,50,80,6000,6351.19,0.88,0.88
2000,Goa,Zaid,Sandy,5.75,67.16,16.52,41.81,1.0,14.37,3000,28,"['Groundnut', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2203.02,0.54,0.55
2011,Gujarat,Rabi,Alluvial,6.82,89.33,25.39,74.02,3.36,21.71,800,30,"['Maize', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1523.23,0.84,0.84
2004,Uttarakhand,Kharif,Alluvial,6.72,85.35,34.39,75.64,2.77,15.21,1100,18,"['Rice', 'Pigeon Pea', 'Tomato']",Rice,140,1500,40,60,100,4000,2933.33,0.8,0.8
2016,Tamil Nadu,Kharif,Alluvial,7.12,110.75,29.62,63.79,3.09,20.87,950,27,"['Groundnut', 'Pigeon Pea', 'Okra']",Groundnut,90,400,20,30,50,1200,1777.43,0.86,0.86
2006,Uttar Pradesh,Zaid,Alluvial,7.23,125.3,31.34,60.63,3.14,19.12,800,22,"['Soybean', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,4178.15,0.87,0.88
2020,Uttar Pradesh,Rabi,Alluvial,6.91,122.74,38.59,55.53,3.31,18.92,800,22,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,2315.5,0.88,0.88
2019,Bihar,Kharif,Alluvial,7.11,100.67,24.12,76.3,2.47,19.56,1100,22,"['Rice', 'Chickpea', 'Okra']",Rice,140,1500,40,60,100,4000,2412.41,0.81,0.81
2016,Dadra and Nagar Haveli,Kharif,Laterite,5.68,93.55,16.17,37.1,2.46,6.32,1800,25,"['Soybean', 'Chickpea', 'Chili']",Soybean,100,500,25,35,50,2000,1293.38,0.54,0.54
2012,Dadra and Nagar Haveli,Zaid,Laterite,5.3,100.73,22.48,44.82,1.24,5.14,1800,25,"['Rice', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2997.66,0.54,0.55
2008,Meghalaya,Rabi,Red,5.91,72.5,27.55,55.37,1.27,15.71,2500,15,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1377.41,0.64,0.64
2007,Daman and Diu,Kharif,Sandy,6.44,55.45,11.97,21.66,1.2,5.09,800,27,"['Soybean', 'Pigeon Pea', 'Tomato']",Soybean,100,500,25,35,50,2000,957.35,0.41,0.41
2005,Maharashtra,Rabi,Black,6.6,122.48,33.66,97.2,5.95,22.98,900,26,"['Rice', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1682.94,1.06,1.06
2010,Manipur,Kharif,Forest,6.44,99.97,26.58,64.43,9.36,20.15,1800,17,"['Rice', 'Pigeon Pea', 'Chili']",Rice,140,1500,40,60,100,4000,2657.55,1.02,1.02
2003,Arunachal Pradesh,Zaid,Forest,6.56,85.55,28.32,69.87,5.47,25.13,2500,15,"['Soybean', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,13442.83,0.93,0.94
2012,Ladakh,Zaid,Sandy,5.73,82.91,12.1,31.82,1.32,9.0,200,12,"['Maize', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,1600.0,0.49,0.5
2008,Punjab,Rabi,Alluvial,7.48,93.76,21.5,71.23,3.45,23.97,600,23,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1290.24,0.86,0.86
2011,Karnataka,Rabi,Red,6.3,72.88,28.27,57.31,1.44,12.69,900,23,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,1413.7,0.64,0.65
2011,Rajasthan,Rabi,Sandy,6.71,51.79,13.1,28.77,1.81,5.88,400,35,"['Groundnut', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,654.78,0.46,0.46
2005,Manipur,Rabi,Laterite,5.45,106.62,16.48,50.39,2.22,12.69,1800,17,"['Soybean', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,988.99,0.63,0.65
2012,Jammu & Kashmir,Zaid,Mountain,6.12,64.55,18.22,49.44,3.42,11.78,900,20,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,1775.14,0.63,0.64
2018,Himachal Pradesh,Zaid,Laterite,5.09,85.71,19.5,33.17,2.26,5.95,1200,16,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,2600.26,0.52,0.53
2003,Bihar,Zaid,Alluvial,7.01,118.46,31.93,60.12,2.79,16.22,1100,22,"['Rice', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,15967.23,0.82,0.83
2005,Assam,Rabi,Alluvial,6.65,124.44,20.97,66.9,3.94,17.1,2200,18,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1257.99,0.83,0.83
2011,Kerala,Rabi,Alluvial,6.67,128.44,39.84,73.69,3.99,18.46,3000,19,"['Maize', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1991.89,0.94,0.94
2014,Tripura,Rabi,Alluvial,7.5,114.66,35.69,74.79,4.74,23.8,2000,16,"['Rice', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1784.72,1.0,1.0
2010,Dadra and Nagar Haveli,Kharif,Alluvial,7.1,81.93,37.58,59.45,2.39,19.68,1800,25,"['Soybean', 'Chickpea', 'Chili']",Soybean,100,500,25,35,50,2000,3006.21,0.81,0.81
2004,Andhra Pradesh,Kharif,Red,5.58,61.31,25.32,58.12,2.87,12.34,900,20,"['Rice', 'Pigeon Pea', 'Okra']",Rice,140,1500,40,60,100,4000,2400.0,0.64,0.64
2020,Ladakh,Rabi,Sandy,6.64,56.47,19.06,35.49,1.15,14.22,200,12,"['Groundnut', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,571.43,0.55,0.55
2009,Jammu & Kashmir,Zaid,Alluvial,6.81,93.53,36.09,68.46,4.26,19.47,900,20,"['Soybean', 'Pigeon Pea', 'Chili']",Chili,70,300,15,20,60,1500,2571.97,0.89,0.9
2009,Haryana,Zaid,Alluvial,7.19,96.15,36.78,58.93,3.98,16.37,700,24,"['Groundnut', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,2644.22,0.85,0.86
2020,Tripura,Rabi,Alluvial,6.96,93.7,26.3,53.5,2.82,17.1,2000,16,"['Soybean', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,1577.81,0.75,0.77
2017,Jammu & Kashmir,Rabi,Alluvial,7.07,85.22,34.41,70.62,2.29,24.23,900,20,"['Groundnut', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,2064.32,0.86,0.87
2019,Puducherry,Kharif,Red,5.95,97.83,18.86,60.81,1.08,18.39,1200,26,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,1508.84,0.67,0.67
2012,Kerala,Zaid,Alluvial,6.77,99.94,30.44,62.05,2.9,23.03,3000,19,"['Maize', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8245.14,0.84,0.86
2011,Tripura,Rabi,Forest,6.23,105.76,29.96,73.67,9.01,24.11,2000,16,"['Rice', 'Pigeon Pea', 'Chili']",Pigeon Pea,120,600,30,40,50,1800,1797.44,1.07,1.07
2013,Tamil Nadu,Kharif,Alluvial,7.11,90.68,20.21,73.3,4.46,15.59,950,27,"['Groundnut', 'Chickpea', 'Cucumber']",Groundnut,90,400,20,30,50,1200,1212.81,0.81,0.81
2018,Jharkhand,Zaid,Red,6.36,72.28,16.64,63.83,1.2,12.71,1000,21,"['Rice', 'Chickpea', 'Tomato']",Tomato,80,350,20,30,70,10000,8319.6,0.6,0.61
2009,Kerala,Zaid,Laterite,5.1,96.67,10.79,43.71,2.88,13.88,3000,19,"['Soybean', 'Chickpea', 'Chili']",Chili,70,300,15,20,60,1500,1079.13,0.6,0.62
2000,Delhi,Zaid,Alluvial,6.63,85.04,34.15,50.94,4.61,16.39,700,24,"['Maize', 'Chickpea', 'Okra']",Okra,60,250,15,20,50,2000,3741.66,0.81,0.83
2011,West Bengal,Rabi,Laterite,5.33,102.62,21.61,40.75,1.37,11.43,1500,20,"['Groundnut', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,1296.42,0.59,0.6
2006,Puducherry,Zaid,Alluvial,6.51,111.59,25.14,78.46,2.51,24.66,1200,26,"['Rice', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,3352.32,0.87,0.88
2006,Punjab,Zaid,Alluvial,7.23,96.67,28.98,67.12,3.31,19.15,600,23,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7200.0,0.84,0.85
2008,Maharashtra,Rabi,Black,6.31,115.0,42.19,103.41,4.11,24.86,900,26,"['Groundnut', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,2109.53,1.05,1.06
2016,Chhattisgarh,Kharif,Laterite,5.42,108.88,21.08,56.79,1.9,10.3,1300,25,"['Groundnut', 'Chickpea', 'Chili']",Groundnut,90,400,20,30,50,1200,1264.92,0.64,0.64
2005,Andhra Pradesh,Rabi,Red,6.48,62.6,28.26,65.88,1.89,15.86,900,20,"['Groundnut', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1695.82,0.69,0.7
2010,Dadra and Nagar Haveli,Kharif,Alluvial,6.75,96.01,38.27,62.28,4.24,16.13,1800,25,"['Rice', 'Chickpea', 'Cucumber']",Rice,140,1500,40,60,100,4000,3826.89,0.86,0.86
2011,Madhya Pradesh,Rabi,Red,5.99,79.44,15.71,64.04,2.21,11.99,1000,27,"['Soybean', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,785.56,0.63,0.64
2001,Mizoram,Kharif,Laterite,5.48,101.33,20.27,33.76,2.57,5.18,2200,14,"['Soybean', 'Pigeon Pea', 'Chili']",Soybean,100,500,25,35,50,2000,1621.73,0.56,0.56
2003,Jammu & Kashmir,Zaid,Alluvial,6.79,94.02,34.62,57.27,2.52,20.3,900,20,"['Soybean', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7756.91,0.81,0.82
2020,Jharkhand,Rabi,Red,5.76,93.96,29.77,40.87,1.68,11.08,1000,21,"['Soybean', 'Chickpea', 'Chili']",Chickpea,90,350,20,25,50,1000,1488.71,0.63,0.64
2003,Jammu & Kashmir,Zaid,Loamy,6.68,89.34,44.46,70.43,5.91,18.74,900,20,"['Soybean', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,7370.91,0.97,0.98
2004,Chhattisgarh,Kharif,Laterite,5.42,85.53,19.24,50.73,1.81,13.75,1300,25,"['Groundnut', 'Pigeon Pea', 'Okra']",Groundnut,90,400,20,30,50,1200,1154.15,0.61,0.61
2018,Gujarat,Zaid,Chalky,7.78,51.09,23.27,51.26,1.11,13.05,800,30,"['Rice', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,8027.83,0.61,0.61
2014,Haryana,Rabi,Alluvial,7.3,92.61,30.68,74.71,2.31,24.43,700,24,"['Maize', 'Pigeon Pea', 'Tomato']",Pigeon Pea,120,600,30,40,50,1800,1841.06,0.87,0.87
2019,Meghalaya,Kharif,Laterite,5.48,94.98,23.05,33.79,2.36,10.72,2500,15,"['Maize', 'Pigeon Pea', 'Okra']",Maize,110,600,35,50,80,6000,3951.25,0.6,0.6
2016,Madhya Pradesh,Kharif,Black,6.44,128.86,37.53,94.53,3.16,26.86,1000,27,"['Rice', 'Chickpea', 'Okra']",Rice,140,1500,40,60,100,4000,2666.67,1.01,1.01
2000,Delhi,Zaid,Alluvial,6.79,120.8,36.05,64.59,2.9,21.38,700,24,"['Rice', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,8400.0,0.89,0.91
2007,Haryana,Kharif,Alluvial,6.5,89.9,22.68,51.69,4.6,17.95,700,24,"['Rice', 'Pigeon Pea', 'Chili']",Rice,140,1500,40,60,100,4000,1866.67,0.78,0.78
2020,Andhra Pradesh,Rabi,Alluvial,6.83,97.02,39.82,65.71,2.61,18.35,900,20,"['Maize', 'Pigeon Pea', 'Okra']",Pigeon Pea,120,600,30,40,50,1800,2389.18,0.84,0.84
2005,Kerala,Rabi,Laterite,5.68,89.75,15.03,36.22,1.76,8.17,3000,19,"['Rice', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,901.51,0.52,0.52
2015,Chandigarh,Zaid,Alluvial,7.16,83.29,23.83,62.22,4.81,18.77,700,22,"['Groundnut', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6871.81,0.83,0.84
2013,Arunachal Pradesh,Kharif,Laterite,5.98,91.76,24.2,44.03,2.75,13.11,2500,15,"['Soybean', 'Chickpea', 'Cucumber']",Soybean,100,500,25,35,50,2000,1936.21,0.66,0.66
2015,Tripura,Zaid,Alluvial,6.81,80.79,31.16,61.38,3.52,20.63,2000,16,"['Groundnut', 'Pigeon Pea', 'Tomato']",Tomato,80,350,20,30,70,10000,12695.87,0.82,0.83
2011,Uttar Pradesh,Rabi,Alluvial,6.84,116.33,38.57,74.13,2.49,17.49,800,22,"['Soybean', 'Chickpea', 'Cucumber']",Chickpea,90,350,20,25,50,1000,1928.73,0.87,0.88
2002,Haryana,Rabi,Alluvial,6.81,109.08,39.51,72.84,3.27,15.05,700,24,"['Maize', 'Pigeon Pea', 'Cucumber']",Pigeon Pea,120,600,30,40,50,1800,2100.0,0.86,0.86
2006,Karnataka,Zaid,Laterite,5.79,109.85,18.86,32.91,2.1,12.03,900,23,"['Groundnut', 'Pigeon Pea', 'Okra']",Okra,60,250,15,20,50,2000,2514.19,0.61,0.62
2003,Punjab,Zaid,Alluvial,6.95,82.46,20.11,59.84,3.98,22.3,600,23,"['Soybean', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6031.89,0.81,0.82
2014,Madhya Pradesh,Rabi,Black,6.92,140.16,34.32,103.63,5.74,27.98,1000,27,"['Groundnut', 'Chickpea', 'Okra']",Chickpea,90,350,20,25,50,1000,1716.14,1.14,1.16
2017,Mizoram,Rabi,Laterite,5.13,80.21,13.71,59.88,1.21,6.81,2200,14,"['Soybean', 'Chickpea', 'Tomato']",Chickpea,90,350,20,25,50,1000,685.4,0.51,0.52
2007,Uttar Pradesh,Kharif,Alluvial,7.32,119.68,21.71,55.5,4.28,15.22,800,22,"['Soybean', 'Chickpea', 'Tomato']",Soybean,100,500,25,35,50,2000,1736.96,0.82,0.82
2009,Maharashtra,Zaid,Red,5.61,92.86,20.48,58.34,2.39,13.42,900,26,"['Maize', 'Chickpea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,6142.92,0.66,0.67
2006,Lakshadweep,Zaid,Sandy,5.71,55.35,18.86,39.48,1.16,5.34,1500,32,"['Soybean', 'Pigeon Pea', 'Cucumber']",Cucumber,70,250,10,20,40,3000,4566.41,0.46,0.46
